representative_index	w_word	x_word	x_index	status	final_pairing_value	used_three_strand_relation	pairing_value_warning	active_term_count	discharged_term_count	elapsed_sec	error	result_source
621	1112132243432344	1231112324324434	20689	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.030		All_Pairings_0727.tsv
621	1112132243432344	1231112432234434	20742	fallback_evaluated_by_x_component_coloring	0	no		2	5	2.962		All_Pairings_0727.tsv
621	1112132243432344	1231114223234434	20768	fallback_evaluated_by_x_component_coloring	0	no		4	4	5.020		All_Pairings_0727.tsv
621	1112132243432344	1231114223324434	20773	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.462		All_Pairings_0727.tsv
621	1112132243432344	1231211223344434	21784	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.030		All_Pairings_0727.tsv
621	1112132243432344	1231211224334434	21792	fallback_evaluated_by_x_component_coloring	0	no		2	4	3.917		All_Pairings_0727.tsv
621	1112132243432344	1231211323244434	21863	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.189		All_Pairings_0727.tsv
621	1112132243432344	1231211324234434	21872	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	3	6	0.076		All_Pairings_0727.tsv
621	1112132243432344	1231211324324434	21877	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.363		All_Pairings_0727.tsv
621	1112132243432344	1231211423234434	21914	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.142		All_Pairings_0727.tsv
621	1112132243432344	1231211423324434	21919	fallback_evaluated_by_x_component_coloring	0	no		3	6	6.667		All_Pairings_0727.tsv
621	1112132243432344	1231211432234434	21930	fallback_evaluated_by_x_component_coloring	0	no		5	6	18.131		All_Pairings_0727.tsv
621	1112132243432344	1231212313244434	22031	fallback_evaluated_by_x_component_coloring	0	no		3	4	3.795		All_Pairings_0727.tsv
621	1112132243432344	1231212314234434	22040	fallback_evaluated_by_x_component_coloring	0	no		1	2	0.010		All_Pairings_0727.tsv
621	1112132243432344	1231212413234434	22116	fallback_evaluated_by_x_component_coloring	0	no		2	2	0.044		All_Pairings_0727.tsv
621	1112132243432344	1231213412234434	22313	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.045		All_Pairings_0727.tsv
621	1112132243432344	1231411223234434	23108	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.607		All_Pairings_0727.tsv
621	1112132243432344	1231411223324434	23113	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.207		All_Pairings_0727.tsv
621	1112132243432344	1231412213234434	23192	fallback_evaluated_by_x_component_coloring	0	no		2	2	0.065		All_Pairings_0727.tsv
621	1112132243432344	1231412312234434	23243	fallback_evaluated_by_x_component_coloring	1	no		1	3	0.026		All_Pairings_0727.tsv
621	1112132243432344	1231421213234434	23360	fallback_evaluated_by_x_component_coloring	0	no		1	2	0.005		All_Pairings_0727.tsv
623	1112132243434234	1211312224333444	13804	fallback_proved_zero	0	no		0	4	6.135		All_Pairings_0727.tsv
623	1112132243434234	1211312423233444	13926	fallback_proved_zero	0	no		0	4	0.798		All_Pairings_0727.tsv
623	1112132243434234	1211312432233444	13942	fallback_proved_zero	0	no		0	4	0.770		All_Pairings_0727.tsv
623	1112132243434234	1231112224333444	20602	fallback_proved_zero	0	no		0	4	4.021		All_Pairings_0727.tsv
623	1112132243434234	1231112432233444	20740	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.967		All_Pairings_0727.tsv
623	1112132243434234	1231114223233444	20766	fallback_evaluated_by_x_component_coloring	0	no		4	6	10.378		All_Pairings_0727.tsv
623	1112132243434234	1231211224333444	21790	fallback_proved_zero	0	no		0	4	1.437		All_Pairings_0727.tsv
623	1112132243434234	1231211423233444	21912	fallback_proved_zero	0	no		0	4	0.517		All_Pairings_0727.tsv
623	1112132243434234	1231211432233444	21928	fallback_evaluated_by_x_component_coloring	0	no		4	5	7.369		All_Pairings_0727.tsv
623	1112132243434234	1231212413233444	22114	fallback_proved_zero	0	no		0	4	0.262		All_Pairings_0727.tsv
623	1112132243434234	1231411223233444	23106	fallback_evaluated_by_x_component_coloring	0	no		2	5	5.024		All_Pairings_0727.tsv
623	1112132243434234	1231412213233444	23190	fallback_evaluated_by_x_component_coloring	0	no		2	4	3.878		All_Pairings_0727.tsv
623	1112132243434234	1231412312233444	23241	fallback_evaluated_by_x_component_coloring	-1	no		1	4	0.202		All_Pairings_0727.tsv
623	1112132243434234	1231421213233444	23358	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.188		All_Pairings_0727.tsv
623	1112132243434234	1231421312233444	23409	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.890		All_Pairings_0727.tsv
623	1112132243434234	1231423112233444	23479	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.033		All_Pairings_0727.tsv
624	1112132322343444	1121223134324434	4271	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	9	19	58.318		All_Pairings_0727.tsv
624	1112132322343444	1121223143324434	4292	fallback_evaluated_by_x_component_coloring	0	no		2	7	9.610		All_Pairings_0727.tsv
624	1112132322343444	1121223334414234	4354	fallback_evaluated_by_x_component_coloring	0	no		4	4	10.867		All_Pairings_0727.tsv
624	1112132322343444	1121223344314234	4389	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.840		All_Pairings_0727.tsv
624	1112132322343444	1121323234414234	5918	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.494		All_Pairings_0727.tsv
624	1112132322343444	1121323244314234	5953	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.156		All_Pairings_0727.tsv
624	1112132322343444	1121324234314234	6121	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	6	0.023		All_Pairings_0727.tsv
624	1112132322343444	1121324324314234	6177	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.177		All_Pairings_0727.tsv
624	1112132322343444	1122312134324434	7931	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.926		All_Pairings_0727.tsv
624	1112132322343444	1122312143324434	7952	fallback_evaluated_by_x_component_coloring	0	no		2	7	9.593		All_Pairings_0727.tsv
624	1112132322343444	1122313124324434	8133	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	3	7	0.344		All_Pairings_0727.tsv
624	1112132322343444	1122313124423344	8137	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	4	12	9.497		All_Pairings_0727.tsv
624	1112132322343444	1122313124434234	8141	fallback_evaluated_by_x_component_coloring	0	no		1	5	2.182		All_Pairings_0727.tsv
624	1112132322343444	1122313144223344	8158	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.151		All_Pairings_0727.tsv
624	1112132322343444	1122313234414234	8216	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.800		All_Pairings_0727.tsv
624	1112132322343444	1122313244314234	8251	fallback_evaluated_by_x_component_coloring	0	no		3	5	7.047		All_Pairings_0727.tsv
624	1112132322343444	1122314123324434	8335	fallback_evaluated_by_x_component_coloring	0	no		1	6	5.012		All_Pairings_0727.tsv
624	1112132322343444	1122314134223344	8360	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.092		All_Pairings_0727.tsv
624	1112132322343444	1122314234314234	8419	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.041		All_Pairings_0727.tsv
624	1112132322343444	1122331124324434	8517	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.985		All_Pairings_0727.tsv
624	1112132322343444	1122331124423344	8521	fallback_evaluated_by_x_component_coloring	0	no		1	8	6.123		All_Pairings_0727.tsv
624	1112132322343444	1122331124434234	8525	fallback_evaluated_by_x_component_coloring	0	no		2	5	4.919		All_Pairings_0727.tsv
624	1112132322343444	1122331144223344	8542	fallback_evaluated_by_x_component_coloring	0	no		2	7	10.756		All_Pairings_0727.tsv
624	1112132322343444	1122334124314234	8761	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.179		All_Pairings_0727.tsv
624	1112132322343444	1211213344223344	12680	fallback_evaluated_by_x_component_coloring	0	no		3	5	6.815		All_Pairings_0727.tsv
624	1112132322343444	1211223344314234	12969	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.032		All_Pairings_0727.tsv
624	1112132322343444	1211312224334344	13805	fallback_evaluated_by_x_component_coloring	0	no		10	8	107.583		All_Pairings_0727.tsv
624	1112132322343444	1211312234423344	13839	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	3	7	0.401		All_Pairings_0727.tsv
624	1112132322343444	1211312243324344	13855	fallback_evaluated_by_x_component_coloring	0	no		5	7	25.219		All_Pairings_0727.tsv
624	1112132322343444	1211314234223344	14000	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.195		All_Pairings_0727.tsv
624	1112132322343444	1231112234434234	20641	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.037		All_Pairings_0727.tsv
624	1112132322343444	1231212134434234	21997	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	3	5	0.045		All_Pairings_0727.tsv
624	1112132322343444	1231212143324434	22010	fallback_evaluated_by_x_component_coloring	0	no		5	8	33.477		All_Pairings_0727.tsv
624	1112132322343444	1231213124423344	22195	fallback_evaluated_by_x_component_coloring	0	no		2	4	2.008		All_Pairings_0727.tsv
624	1112132322343444	1231213124434234	22199	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.429		All_Pairings_0727.tsv
624	1112132322343444	1231213144223344	22216	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.605		All_Pairings_0727.tsv
624	1112132322343444	1231213234414234	22274	fallback_evaluated_by_x_component_coloring	0	no		1	2	0.008		All_Pairings_0727.tsv
624	1112132322343444	1231213244314234	22309	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.811		All_Pairings_0727.tsv
624	1112132322343444	1231214123324434	22393	fallback_evaluated_by_x_component_coloring	0	no		3	5	7.439		All_Pairings_0727.tsv
624	1112132322343444	1231214134223344	22418	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	5	10	6.923		All_Pairings_0727.tsv
624	1112132322343444	1231214234314234	22477	fallback_evaluated_by_x_component_coloring	0	no		2	2	0.070		All_Pairings_0727.tsv
624	1112132322343444	1231412123324344	23154	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.702		All_Pairings_0727.tsv
624	1112132322343444	1231412123324434	23155	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.559		All_Pairings_0727.tsv
624	1112132322343444	1231412134223344	23180	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.223		All_Pairings_0727.tsv
624	1112132322343444	1231412234314234	23239	fallback_evaluated_by_x_component_coloring	1	no		1	3	0.044		All_Pairings_0727.tsv
624	1112132322343444	1231421123324344	23322	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.598		All_Pairings_0727.tsv
624	1112132322343444	1231423124314234	23533	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.029		All_Pairings_0727.tsv
629	1112132323423444	1121223133244434	4257	fallback_evaluated_by_x_component_coloring	0	no		4	9	28.124		All_Pairings_0727.tsv
629	1112132323423444	1121223343144234	4377	fallback_evaluated_by_x_component_coloring	0	no		2	6	8.738		All_Pairings_0727.tsv
629	1112132323423444	1121323243144234	5941	fallback_evaluated_by_x_component_coloring	0	no		1	5	2.863		All_Pairings_0727.tsv
629	1112132323423444	1121324233144234	6109	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	8	0.285		All_Pairings_0727.tsv
629	1112132323423444	1122312133244434	7917	fallback_evaluated_by_x_component_coloring	0	no		2	7	9.583		All_Pairings_0727.tsv
629	1112132323423444	1122313142243344	8145	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	10	3.659		All_Pairings_0727.tsv
629	1112132323423444	1122313243144234	8239	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.962		All_Pairings_0727.tsv
629	1112132323423444	1122314132243344	8347	fallback_evaluated_by_x_component_coloring	0	no		1	8	9.712		All_Pairings_0727.tsv
629	1112132323423444	1122314233144234	8407	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.144		All_Pairings_0727.tsv
629	1112132323423444	1122331142243344	8529	fallback_evaluated_by_x_component_coloring	0	no		1	8	9.749		All_Pairings_0727.tsv
629	1112132323423444	1211213342243344	12667	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	3	14	11.568		All_Pairings_0727.tsv
629	1112132323423444	1211312243243344	13852	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	3	9	3.730		All_Pairings_0727.tsv
629	1112132323423444	1211314232243344	13987	fallback_evaluated_by_x_component_coloring	0	no		1	7	5.817		All_Pairings_0727.tsv
629	1112132323423444	1231212143344234	22013	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	3	7	1.599		All_Pairings_0727.tsv
629	1112132323423444	1231213142243344	22203	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.506		All_Pairings_0727.tsv
629	1112132323423444	1231213243144234	22297	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.153		All_Pairings_0727.tsv
629	1112132323423444	1231214132243344	22405	fallback_evaluated_by_x_component_coloring	0	no		2	7	9.241		All_Pairings_0727.tsv
629	1112132323423444	1231214233144234	22465	fallback_evaluated_by_x_component_coloring	0	no		2	4	2.273		All_Pairings_0727.tsv
629	1112132323423444	1231412132243344	23167	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.707		All_Pairings_0727.tsv
629	1112132323423444	1231412233144234	23227	fallback_evaluated_by_x_component_coloring	1	no		1	5	1.393		All_Pairings_0727.tsv
630	1112132323424344	1121223133244434	4257	fallback_evaluated_by_x_component_coloring	0	no		8	8	74.806		All_Pairings_0727.tsv
630	1112132323424344	1121223143342434	4294	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	4	12	9.521		All_Pairings_0727.tsv
630	1112132323424344	1121223343142434	4376	fallback_evaluated_by_x_component_coloring	0	no		4	4	10.792		All_Pairings_0727.tsv
630	1112132323424344	1121223344132434	4385	fallback_evaluated_by_x_component_coloring	0	no		2	4	4.002		All_Pairings_0727.tsv
630	1112132323424344	1121323244132434	5949	fallback_evaluated_by_x_component_coloring	0	no		2	4	3.579		All_Pairings_0727.tsv
630	1112132323424344	1121324233142434	6108	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	8	0.299		All_Pairings_0727.tsv
630	1112132323424344	1121324342132434	6187	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.187		All_Pairings_0727.tsv
630	1112132323424344	1122312133244434	7917	fallback_evaluated_by_x_component_coloring	0	no		2	8	10.613		All_Pairings_0727.tsv
630	1112132323424344	1122312143342434	7954	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	9	2.950		All_Pairings_0727.tsv
630	1112132323424344	1122313142243434	8146	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	3	8	2.026		All_Pairings_0727.tsv
630	1112132323424344	1122313144232434	8161	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.235		All_Pairings_0727.tsv
630	1112132323424344	1122313243142434	8238	fallback_evaluated_by_x_component_coloring	0	no		2	5	4.165		All_Pairings_0727.tsv
630	1112132323424344	1122313244132434	8247	fallback_evaluated_by_x_component_coloring	0	no		4	5	7.660		All_Pairings_0727.tsv
630	1112132323424344	1122314132243434	8348	fallback_evaluated_by_x_component_coloring	0	no		1	7	7.145		All_Pairings_0727.tsv
630	1112132323424344	1122314233142434	8406	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.210		All_Pairings_0727.tsv
630	1112132323424344	1122314342132434	8485	fallback_evaluated_by_x_component_coloring	0	no		2	4	3.646		All_Pairings_0727.tsv
630	1112132323424344	1122331142243434	8530	fallback_evaluated_by_x_component_coloring	0	no		1	7	6.639		All_Pairings_0727.tsv
630	1112132323424344	1122331144232434	8545	fallback_evaluated_by_x_component_coloring	0	no		2	6	7.438		All_Pairings_0727.tsv
630	1112132323424344	1122334142132434	8771	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.414		All_Pairings_0727.tsv
630	1112132323424344	1211213233244434	12585	fallback_evaluated_by_x_component_coloring	0	no		3	6	9.612		All_Pairings_0727.tsv
630	1112132323424344	1211213243342434	12622	fallback_evaluated_by_x_component_coloring	0	no		2	4	2.958		All_Pairings_0727.tsv
630	1112132323424344	1211213342243434	12668	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	3	13	11.389		All_Pairings_0727.tsv
630	1112132323424344	1211223344132434	12965	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.171		All_Pairings_0727.tsv
630	1112132323424344	1211312233244434	13821	fallback_evaluated_by_x_component_coloring	0	no		2	6	7.236		All_Pairings_0727.tsv
630	1112132323424344	1211314232233444	13984	fallback_evaluated_by_x_component_coloring	0	no		4	5	8.688		All_Pairings_0727.tsv
630	1112132323424344	1231212133244434	21975	fallback_evaluated_by_x_component_coloring	0	no		2	5	4.149		All_Pairings_0727.tsv
630	1112132323424344	1231212143342434	22012	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	3	13	8.478		All_Pairings_0727.tsv
630	1112132323424344	1231213142243434	22204	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.531		All_Pairings_0727.tsv
630	1112132323424344	1231213144232434	22219	fallback_evaluated_by_x_component_coloring	0	no		2	4	2.435		All_Pairings_0727.tsv
630	1112132323424344	1231213243142434	22296	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.153		All_Pairings_0727.tsv
630	1112132323424344	1231213244132434	22305	fallback_evaluated_by_x_component_coloring	0	no		2	4	2.270		All_Pairings_0727.tsv
630	1112132323424344	1231214132243434	22406	fallback_evaluated_by_x_component_coloring	0	no		3	6	12.188		All_Pairings_0727.tsv
630	1112132323424344	1231214233142434	22464	fallback_evaluated_by_x_component_coloring	0	no		2	4	2.427		All_Pairings_0727.tsv
630	1112132323424344	1231214342132434	22543	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	7	0.090		All_Pairings_0727.tsv
630	1112132323424344	1231412132233444	23164	fallback_evaluated_by_x_component_coloring	0	no		2	4	3.277		All_Pairings_0727.tsv
630	1112132323424344	1231412132243434	23168	fallback_evaluated_by_x_component_coloring	0	no		1	5	2.304		All_Pairings_0727.tsv
630	1112132323424344	1231412233142434	23226	fallback_evaluated_by_x_component_coloring	-1	no		1	5	1.529		All_Pairings_0727.tsv
630	1112132323424344	1231421132233444	23332	fallback_evaluated_by_x_component_coloring	0	no		1	5	3.015		All_Pairings_0727.tsv
630	1112132323424344	1231423142132434	23543	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.247		All_Pairings_0727.tsv
631	1112132323424434	1122313142243344	8145	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	3	9	3.676		All_Pairings_0727.tsv
631	1112132323424434	1122313144232344	8160	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.928		All_Pairings_0727.tsv
631	1112132323424434	1122314132243344	8347	fallback_evaluated_by_x_component_coloring	0	no		1	8	9.289		All_Pairings_0727.tsv
631	1112132323424434	1122331142243344	8529	fallback_evaluated_by_x_component_coloring	0	no		1	8	8.400		All_Pairings_0727.tsv
631	1112132323424434	1122331144232344	8544	fallback_evaluated_by_x_component_coloring	0	no		2	6	6.992		All_Pairings_0727.tsv
631	1112132323424434	1211213344232344	12682	fallback_evaluated_by_x_component_coloring	0	no		1	5	2.245		All_Pairings_0727.tsv
631	1112132323424434	1211312243233444	13849	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	5	13	12.233		All_Pairings_0727.tsv
631	1112132323424434	1211312243243344	13852	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	10	3.772		All_Pairings_0727.tsv
631	1112132323424434	1211312243342344	13857	fallback_evaluated_by_x_component_coloring	0	no		1	7	6.581		All_Pairings_0727.tsv
631	1112132323424434	1211314232233444	13984	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.300		All_Pairings_0727.tsv
631	1112132323424434	1211314232243344	13987	fallback_evaluated_by_x_component_coloring	0	no		1	7	5.850		All_Pairings_0727.tsv
631	1112132323424434	1231212143233444	22003	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.962		All_Pairings_0727.tsv
631	1112132323424434	1231212143342344	22011	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	8	1.680		All_Pairings_0727.tsv
631	1112132323424434	1231213144232344	22218	fallback_evaluated_by_x_component_coloring	0	no		2	4	1.948		All_Pairings_0727.tsv
631	1112132323424434	1231214132233444	22402	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.593		All_Pairings_0727.tsv
631	1112132323424434	1231214132243344	22405	fallback_evaluated_by_x_component_coloring	0	no		3	7	10.770		All_Pairings_0727.tsv
631	1112132323424434	1231214233142344	22463	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.134		All_Pairings_0727.tsv
631	1112132323424434	1231412132233444	23164	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.192		All_Pairings_0727.tsv
631	1112132323424434	1231412132243344	23167	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.793		All_Pairings_0727.tsv
631	1112132323424434	1231412233142344	23225	fallback_evaluated_by_x_component_coloring	-1	no		1	4	0.193		All_Pairings_0727.tsv
631	1112132323424434	1231421132233444	23332	fallback_evaluated_by_x_component_coloring	0	no		1	5	3.010		All_Pairings_0727.tsv
632	1112132323442344	1121223133244434	4257	fallback_evaluated_by_x_component_coloring	0	no		6	9	44.762		All_Pairings_0727.tsv
632	1112132323442344	1121223143324434	4292	fallback_evaluated_by_x_component_coloring	0	no		4	6	12.953		All_Pairings_0727.tsv
632	1112132323442344	1121223343124434	4374	fallback_evaluated_by_x_component_coloring	0	no		2	6	8.536		All_Pairings_0727.tsv
632	1112132323442344	1121324233124434	6106	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	8	0.239		All_Pairings_0727.tsv
632	1112132323442344	1122312133244434	7917	fallback_evaluated_by_x_component_coloring	0	no		2	7	8.924		All_Pairings_0727.tsv
632	1112132323442344	1122312143324434	7952	fallback_evaluated_by_x_component_coloring	0	no		2	7	9.540		All_Pairings_0727.tsv
632	1112132323442344	1122313142234434	8144	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	8	0.302		All_Pairings_0727.tsv
632	1112132323442344	1122313243124434	8236	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.763		All_Pairings_0727.tsv
632	1112132323442344	1122314132234434	8346	fallback_evaluated_by_x_component_coloring	0	no		1	6	4.570		All_Pairings_0727.tsv
632	1112132323442344	1122314233124434	8404	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.101		All_Pairings_0727.tsv
632	1112132323442344	1122331142234434	8528	fallback_evaluated_by_x_component_coloring	0	no		1	6	4.158		All_Pairings_0727.tsv
632	1112132323442344	1211213243324434	12620	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.967		All_Pairings_0727.tsv
632	1112132323442344	1211213342234434	12666	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	3	12	7.316		All_Pairings_0727.tsv
632	1112132323442344	1231212133244434	21975	fallback_evaluated_by_x_component_coloring	0	no		2	5	4.103		All_Pairings_0727.tsv
632	1112132323442344	1231212143324434	22010	fallback_evaluated_by_x_component_coloring	0	no		3	7	12.657		All_Pairings_0727.tsv
632	1112132323442344	1231213142234434	22202	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.188		All_Pairings_0727.tsv
632	1112132323442344	1231213243124434	22294	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.168		All_Pairings_0727.tsv
632	1112132323442344	1231214132234434	22404	fallback_evaluated_by_x_component_coloring	0	no		2	5	4.832		All_Pairings_0727.tsv
632	1112132323442344	1231214233124434	22462	fallback_evaluated_by_x_component_coloring	0	no		2	4	2.322		All_Pairings_0727.tsv
632	1112132323442344	1231412132234434	23166	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.147		All_Pairings_0727.tsv
632	1112132323442344	1231412233124434	23224	fallback_evaluated_by_x_component_coloring	1	no		1	5	1.366		All_Pairings_0727.tsv
633	1112132323442434	1122313144223344	8158	fallback_evaluated_by_x_component_coloring	0	no		2	6	6.129		All_Pairings_0727.tsv
633	1112132323442434	1122313244123344	8244	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.923		All_Pairings_0727.tsv
633	1112132323442434	1122314342123344	8482	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.176		All_Pairings_0727.tsv
633	1112132323442434	1122331144223344	8542	fallback_evaluated_by_x_component_coloring	0	no		2	8	11.910		All_Pairings_0727.tsv
633	1112132323442434	1122334142123344	8768	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.230		All_Pairings_0727.tsv
633	1112132323442434	1211213344223344	12680	fallback_evaluated_by_x_component_coloring	0	no		2	6	6.684		All_Pairings_0727.tsv
633	1112132323442434	1211312243234344	13850	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	5	12	9.658		All_Pairings_0727.tsv
633	1112132323442434	1211312243324344	13855	fallback_evaluated_by_x_component_coloring	0	no		1	8	9.035		All_Pairings_0727.tsv
633	1112132323442434	1211314232234344	13985	fallback_evaluated_by_x_component_coloring	0	no		2	5	2.837		All_Pairings_0727.tsv
633	1112132323442434	1231212143324344	22009	fallback_evaluated_by_x_component_coloring	0	no		2	8	10.628		All_Pairings_0727.tsv
633	1112132323442434	1231213144223344	22216	fallback_evaluated_by_x_component_coloring	0	no		3	5	6.947		All_Pairings_0727.tsv
633	1112132323442434	1231214132234344	22403	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.944		All_Pairings_0727.tsv
633	1112132323442434	1231214233124344	22461	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.142		All_Pairings_0727.tsv
633	1112132323442434	1231214342123344	22540	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	6	0.016		All_Pairings_0727.tsv
633	1112132323442434	1231412132234344	23165	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.143		All_Pairings_0727.tsv
633	1112132323442434	1231412233124344	23223	fallback_evaluated_by_x_component_coloring	1	no		1	4	0.214		All_Pairings_0727.tsv
633	1112132323442434	1231421132234344	23333	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.791		All_Pairings_0727.tsv
633	1112132323442434	1231423142123344	23540	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.031		All_Pairings_0727.tsv
635	1112132324234344	1121223133442434	4262	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	8	21	61.074		All_Pairings_0727.tsv
635	1112132324234344	1121223143432434	4299	fallback_evaluated_by_x_component_coloring	0	no		4	4	7.519		All_Pairings_0727.tsv
635	1112132324234344	1121223331442434	4344	fallback_evaluated_by_x_component_coloring	0	no		4	6	15.759		All_Pairings_0727.tsv
635	1112132324234344	1121223341432434	4370	fallback_evaluated_by_x_component_coloring	0	no		2	5	5.602		All_Pairings_0727.tsv
635	1112132324234344	1121323241432434	5934	fallback_evaluated_by_x_component_coloring	0	no		1	6	4.154		All_Pairings_0727.tsv
635	1112132324234344	1121324231432434	6102	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	8	0.309		All_Pairings_0727.tsv
635	1112132324234344	1121324321432434	6158	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.972		All_Pairings_0727.tsv
635	1112132324234344	1122312133442434	7922	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	8	0.342		All_Pairings_0727.tsv
