w_idx	w_word	x_word	x_index	status	final_pairing_value	used_three_strand_relation	pairing_value_warning	active_term_count	discharged_term_count	elapsed_sec	error
1116	1112213342234434	1231121423432344	20947	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.475	
2265	1112312232434434	1231142312243344	21714	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.878	
14	1111222234343434	1123213441223344	10817	fallback_evaluated_by_x_component_coloring	-1	no		2	6	14.172	
37	1111222332443434	1123213144223344	10666	fallback_evaluated_by_x_component_coloring	0	no		5	8	47.534	
62	1111222334432434	1231124321324344	21528	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.612	
93	1111223223443434	1123231442123344	11206	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.573	
92	1111223223443344	1213211243323444	18870	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.544	
97	1111223224343344	1123211344223434	10353	fallback_evaluated_by_x_component_coloring	0	no		4	7	28.260	
114	1111223233424434	1123211324432344	10333	fallback_evaluated_by_x_component_coloring	0	no		2	8	9.846	
111	1111223233244434	1213211423323444	18947	fallback_evaluated_by_x_component_coloring	1	no		4	9	54.131	
157	1111223322344344	1213121423323444	17969	fallback_evaluated_by_x_component_coloring	0	no		3	5	6.104	
158	1111223322344434	1123211324423344	10331	fallback_evaluated_by_x_component_coloring	0	no		3	6	9.240	
176	1111223324234434	1231141232432344	21605	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.786	
187	1111223324432344	1234111232234434	23586	fallback_evaluated_by_x_component_coloring	0	no		2	2	0.036	
234	1111223432234434	1213142123432344	18661	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.041	
261	1111232223443434	1234111232234344	23585	fallback_evaluated_by_x_component_coloring	0	no		2	2	0.087	
259	1111232223434434	1123214342132344	10992	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.201	
268	1111232232343444	1123213414223344	10777	fallback_evaluated_by_x_component_coloring	0	no		2	5	4.073	
273	1111232232434434	1213214312233444	19509	fallback_evaluated_by_x_component_coloring	0	no		1	6	4.330	
275	1111232232443434	1231112423324344	20730	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.032	
282	1111232233424434	1231112432233444	20740	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.190	
290	1111232234243434	1234112321423344	23735	fallback_evaluated_by_x_component_coloring	-1	no		1	3	0.034	
289	1111232234243344	1213214321323444	19535	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.195	
299	1111232234432344	1213212431234434	19162	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.055	
297	1111232234423344	1123214321342434	10959	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.011	
325	1111232322344344	1122113234432434	6534	fallback_evaluated_by_x_component_coloring	0	no		4	4	10.296	
329	1111232322434434	1123214132243344	10855	fallback_evaluated_by_x_component_coloring	0	no		2	7	10.008	
382	1111232422343344	1123213144223434	10667	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.220	
504	1112122333423444	1121323214344234	5894	fallback_evaluated_by_x_component_coloring	0	no		1	7	4.230	
735	1112132232434434	1231211324432344	21883	fallback_evaluated_by_x_component_coloring	0	no		1	7	4.378	
733	1112132232433444	1231112432234344	20741	fallback_evaluated_by_x_component_coloring	0	no		4	5	6.686	
744	1112132233424434	1231211324432344	21883	fallback_evaluated_by_x_component_coloring	0	no		1	7	4.357	
771	1112132243234434	1231112324432344	20695	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.118	
791	1112132322434434	1231412132233444	23164	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.216	
1038	1112213233424434	1231121423342344	20942	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.802	
1064	1112213243234344	1211233213442434	13484	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.181	
1138	1112213422343344	1231231124423434	22580	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.291	
1172	1112213434223344	1211233231442434	13510	fallback_evaluated_by_x_component_coloring	0	no		1	7	4.050	
2265	1112312232434434	1231122413342344	21144	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	4	11	8.255	
11	1111222234334344	1213112432233444	17770	fallback_evaluated_by_x_component_coloring	0	no		8	6	50.440	
47	1111222333444234	1213214123323444	19421	fallback_evaluated_by_x_component_coloring	0	no		4	4	6.029	
70	1111222343234344	1211123323442434	12184	fallback_evaluated_by_x_component_coloring	0	no		2	5	2.944	
92	1111223223443344	1123231442132434	11209	fallback_evaluated_by_x_component_coloring	0	no		2	4	3.268	
93	1111223223443434	1213122433124344	18199	fallback_evaluated_by_x_component_coloring	0	no		4	4	9.549	
123	1111223234323444	1123142321344234	10192	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.450	
113	1111223233424344	1231121432233444	20950	fallback_evaluated_by_x_component_coloring	0	no		4	9	37.136	
158	1111223322344434	1231121344223344	20924	fallback_evaluated_by_x_component_coloring	0	no		1	5	2.661	
157	1111223322344344	1213211324432434	18914	fallback_evaluated_by_x_component_coloring	0	no		3	6	7.874	
176	1111223324234434	1231121432432344	20963	fallback_evaluated_by_x_component_coloring	0	no		3	5	4.403	
177	1111223324243344	1123211344223434	10353	fallback_evaluated_by_x_component_coloring	0	no		4	7	28.347	
234	1111223432234434	1234121132432344	23807	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.197	
259	1111232223434434	1231112344232344	20716	fallback_evaluated_by_x_component_coloring	0	no		2	2	0.118	
261	1111232223443434	1123213442123344	10822	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.456	
273	1111232232434434	1234111223342344	23576	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.056	
275	1111232232443434	1231112423234344	20725	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.896	
269	1111232232344344	1231112423323444	20729	fallback_evaluated_by_x_component_coloring	1	no		2	7	11.412	
290	1111232234243434	1234112321324344	23730	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.056	
282	1111232233424434	1123211324432344	10333	fallback_evaluated_by_x_component_coloring	0	no		2	7	7.301	
299	1111232234432344	1213112322434434	17699	fallback_evaluated_by_x_component_coloring	0	no		2	4	3.639	
289	1111232234243344	1213214321423434	19542	fallback_evaluated_by_x_component_coloring	0	no		3	5	8.463	
297	1111232234423344	1213214321243434	19534	fallback_evaluated_by_x_component_coloring	0	no		3	5	8.481	
325	1111232322344344	1212113234432434	15114	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.654	
329	1111232322434434	1212113324432344	15169	fallback_evaluated_by_x_component_coloring	0	no		2	7	10.400	
391	1111232423324434	1213213142432344	19243	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.540	
345	1111232324243344	1231112243323444	20652	fallback_evaluated_by_x_component_coloring	0	no		4	9	47.882	
549	1112123223344344	1231211243323444	21840	fallback_evaluated_by_x_component_coloring	0	no		2	6	3.698	
643	1112123324324434	1231211342432344	21899	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.317	
735	1112132232434434	1231112324432344	20695	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.450	
744	1112132233424434	1231112324432344	20695	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.452	
733	1112132232433444	1231112432234434	20742	fallback_evaluated_by_x_component_coloring	0	no		4	5	5.962	
791	1112132322434434	1211312243342344	13857	fallback_evaluated_by_x_component_coloring	0	no		2	6	8.092	
851	1112132423323444	1121323241344234	5930	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.443	
978	1112212334324344	1211233231442434	13510	fallback_evaluated_by_x_component_coloring	0	no		1	7	4.017	
1064	1112213243234344	1121233213442434	4904	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.257	
1095	1112213323442344	1231211243234434	21837	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.485	
1115	1112213342234344	1211233213442434	13484	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.092	
2265	1112312232434434	1231142314232344	21729	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.113	
2296	1112312242334434	1231121423342344	20942	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.795	
11	1111222234334344	1211132322344434	12338	fallback_evaluated_by_x_component_coloring	0	no		4	6	15.173	
22	1111222323443344	1231112243323444	20652	fallback_evaluated_by_x_component_coloring	0	no		2	8	10.248	
55	1111222334324434	1231112243342344	20655	fallback_evaluated_by_x_component_coloring	0	no		3	6	11.161	
74	1111222343323444	1123123213444234	9711	fallback_evaluated_by_x_component_coloring	0	no		2	4	1.805	
80	1111222343423344	1231124323142434	21542	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.575	
88	1111223223344434	1231121243324344	20863	fallback_evaluated_by_x_component_coloring	0	no		3	6	8.524	
91	1111223223434434	1231121243342344	20865	fallback_evaluated_by_x_component_coloring	0	no		2	5	2.524	
93	1111223223443434	1123241342123344	11458	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.028	
105	1111223232434434	1231121432233444	20950	fallback_evaluated_by_x_component_coloring	0	no		4	6	10.096	
92	1111223223443344	1122133442132434	7549	fallback_evaluated_by_x_component_coloring	0	no		8	5	53.650	
95	1111223224334344	1231121432233444	20950	fallback_evaluated_by_x_component_coloring	0	no		5	8	55.984	
103	1111223232433444	1123211324434234	10335	fallback_evaluated_by_x_component_coloring	0	no		5	7	43.044	
134	1111223242333444	1123211324434234	10335	fallback_evaluated_by_x_component_coloring	0	no		5	7	44.668	
158	1111223322344434	1234111223323444	23573	fallback_evaluated_by_x_component_coloring	0	no		2	3	1.104	
170	1111223323424434	1231121243342344	20865	fallback_evaluated_by_x_component_coloring	0	no		2	5	2.493	
166	1111223323244344	1213211243323444	18870	fallback_evaluated_by_x_component_coloring	0	no		4	6	9.784	
176	1111223324234434	1231121342432344	20921	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.433	
156	1111223322343444	1123211324434234	10335	fallback_evaluated_by_x_component_coloring	0	no		2	7	17.128	
234	1111223432234434	1213241123432344	19897	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.046	
261	1111232223443434	1213211243243344	18868	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.090	
259	1111232223434434	1212113344232344	15190	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.576	
273	1111232232434434	1123213442132344	10824	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.467	
275	1111232232443434	1213212433124344	19177	fallback_evaluated_by_x_component_coloring	0	no		2	4	2.648	
289	1111232234243344	1123214321423434	10962	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.344	
297	1111232234423344	1123214321243434	10954	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.327	
157	1111223322344344	1213122143323444	18060	fallback_evaluated_by_x_component_coloring	0	no		8	7	68.137	
329	1111232322434434	1123214134232344	10870	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.966	
325	1111232322344344	1122113234324434	6527	fallback_evaluated_by_x_component_coloring	0	no		4	6	15.188	
389	1111232423323444	1123213142344234	10660	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.477	
647	1112123324423344	1122311344232434	7847	fallback_evaluated_by_x_component_coloring	0	no		1	7	3.955	
735	1112132232434434	1231211423233444	21912	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.216	
791	1112132322434434	1231212143342344	22011	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	4	11	6.966	
844	1112132422343344	1231214123323444	22391	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.376	
1065	1112213243234434	1231231412432344	22708	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.306	
1138	1112213422343344	1211233234412434	13519	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.433	
2265	1112312232434434	1231142323142344	21751	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.512	
55	1111222334324434	1231112243432344	20660	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.126	
74	1111222343323444	1231124321344234	21532	fallback_evaluated_by_x_component_coloring	0	no		2	5	2.134	
78	1111222343342434	1231124312324344	21507	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.481	
93	1111223223443434	1123243142123344	11528	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.058	
92	1111223223443344	1213121233244434	17859	fallback_evaluated_by_x_component_coloring	0	no		2	4	4.111	
97	1111223224343344	1231121432323444	20955	fallback_evaluated_by_x_component_coloring	0	no		3	6	13.048	
105	1111223232434434	1213211324432344	18913	fallback_evaluated_by_x_component_coloring	0	no		2	7	7.356	
136	1111223242334434	1231121324432344	20905	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.537	
144	1111223243323444	1123142321344234	10192	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.423	
158	1111223322344434	1213121344223344	17954	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.277	
176	1111223324234434	1213121432432344	17993	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.108	
183	1111223324342434	1231121432324344	20956	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.177	
157	1111223322344344	1213122314432434	18104	fallback_evaluated_by_x_component_coloring	0	no		6	5	38.775	
209	1111223344232434	1231121423324344	20940	fallback_evaluated_by_x_component_coloring	0	no		1	8	8.389	
165	1111223323243444	1123211344223344	10352	fallback_evaluated_by_x_component_coloring	0	no		4	9	48.165	
234	1111223432234434	1234121123432344	23791	fallback_evaluated_by_x_component_coloring	1	no		1	1	0.003	
167	1111223323244434	1213211243323444	18870	fallback_evaluated_by_x_component_coloring	-1	no		4	9	48.518	
258	1111232223434344	1123213442132434	10825	fallback_evaluated_by_x_component_coloring	0	no		2	4	2.687	
261	1111232223443434	1234111232243344	23587	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.303	
259	1111232223434434	1213112243342344	17685	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.828	
273	1111232232434434	1231112423233444	20724	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.884	
275	1111232232443434	1231112434223344	20756	fallback_evaluated_by_x_component_coloring	0	no		3	4	5.374	
268	1111232232343444	1231112423324344	20730	fallback_evaluated_by_x_component_coloring	-1	no		2	7	13.174	
297	1111232234423344	1234112321233444	23724	fallback_evaluated_by_x_component_coloring	0	no		1	2	0.009	
289	1111232234243344	1231112422333444	20719	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.991	
312	1111232243323444	1123212313444234	10487	fallback_evaluated_by_x_component_coloring	0	no		2	4	1.786	
325	1111232322344344	1231114234223434	20799	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.610	
324	1111232322343444	1123213124434234	10649	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.663	
329	1111232322434434	1123214324132344	10978	fallback_evaluated_by_x_component_coloring	0	no		1	5	2.841	
327	1111232322433444	1123213144223344	10666	fallback_evaluated_by_x_component_coloring	0	no		4	6	10.440	
642	1112123324324344	1122311344232434	7847	fallback_evaluated_by_x_component_coloring	0	no		1	7	4.066	
735	1112132232434434	1231212413233444	22114	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.985	
791	1112132322434434	1231213144232344	22218	fallback_evaluated_by_x_component_coloring	0	no		2	4	1.949	
823	1112132342243344	1121323213442434	5882	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.546	
972	1112212334233444	1211233231424434	13508	fallback_evaluated_by_x_component_coloring	0	no		1	7	4.019	
2265	1112312232434434	1231142324132344	21760	fallback_evaluated_by_x_component_coloring	1	no		1	4	0.173	
35	1111222332434434	1231112243342344	20655	fallback_evaluated_by_x_component_coloring	0	no		4	5	9.317	
55	1111222334324434	1123213142432344	10663	fallback_evaluated_by_x_component_coloring	0	no		2	7	7.280	
74	1111222343323444	1213124321344234	18562	fallback_evaluated_by_x_component_coloring	0	no		3	5	5.823	
92	1111223223443344	1211132344223434	12387	fallback_evaluated_by_x_component_coloring	0	no		3	3	2.333	
87	1111223223344344	1213211243323444	18870	fallback_evaluated_by_x_component_coloring	0	no		4	6	11.143	
93	1111223223443434	1231141232234344	21593	fallback_evaluated_by_x_component_coloring	0	no		4	4	6.432	
105	1111223232434434	1123211324432344	10333	fallback_evaluated_by_x_component_coloring	0	no		2	8	9.686	
104	1111223232434344	1231121432233444	20950	fallback_evaluated_by_x_component_coloring	0	no		4	9	36.918	
158	1111223322344434	1234111223324344	23574	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.322	
137	1111223242343344	1231121423323444	20939	fallback_evaluated_by_x_component_coloring	0	no		2	7	13.109	
109	1111223233243444	1123211324434234	10335	fallback_evaluated_by_x_component_coloring	0	no		5	7	46.987	
176	1111223324234434	1213122431432344	18195	fallback_evaluated_by_x_component_coloring	0	no		4	4	9.619	
181	1111223324324434	1213211342432344	18929	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.327	
177	1111223324243344	1231121432323444	20955	fallback_evaluated_by_x_component_coloring	0	no		3	6	12.970	
166	1111223323244344	1231121243323444	20862	fallback_evaluated_by_x_component_coloring	0	no		4	7	28.097	
167	1111223323244434	1123211344223344	10352	fallback_evaluated_by_x_component_coloring	0	no		4	9	48.341	
259	1111232223434434	1213112344232344	17746	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.041	
261	1111232223443434	1123214342123344	10990	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.141	
157	1111223322344344	1213122134432434	18048	fallback_evaluated_by_x_component_coloring	0	no		8	7	68.700	
275	1111232232443434	1231112324243344	20685	fallback_evaluated_by_x_component_coloring	0	no		1	5	2.906	
273	1111232232434434	1123213214243344	10693	fallback_evaluated_by_x_component_coloring	0	no		3	6	7.955	
283	1111232233442344	1231112432234434	20742	fallback_evaluated_by_x_component_coloring	0	no		2	5	2.992	
289	1111232234243344	1231112432323444	20745	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.586	
297	1111232234423344	1213112322443434	17701	fallback_evaluated_by_x_component_coloring	0	no		2	5	6.867	
304	1111232242334434	1123213442132344	10824	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.500	
325	1111232322344344	1231112234423434	20638	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.029	
329	1111232322434434	1123214342132344	10992	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.152	
387	1111232423243344	1123213144223434	10667	fallback_evaluated_by_x_component_coloring	0	no		2	7	7.928	
549	1112123223344344	1122311344223434	7845	fallback_evaluated_by_x_component_coloring	0	no		1	7	3.989	
735	1112132232434434	1231411223233444	23106	fallback_evaluated_by_x_component_coloring	0	no		3	5	7.095	
772	1112132243243344	1231112432323444	20745	fallback_evaluated_by_x_component_coloring	0	no		4	5	6.715	
791	1112132322434434	1211213344232344	12682	fallback_evaluated_by_x_component_coloring	0	no		2	4	2.914	
1116	1112213342234434	1231231412432344	22708	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.298	
2265	1112312232434434	1231122434132344	21180	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.199	
6	1111222233434344	1213112432233444	17770	fallback_evaluated_by_x_component_coloring	0	no		4	5	31.895	
18	1111222323344434	1231112243324344	20653	fallback_evaluated_by_x_component_coloring	0	no		3	7	10.957	
32	1111222332344434	1123213144223344	10666	fallback_evaluated_by_x_component_coloring	0	no		2	8	11.980	
69	1111222343233444	1231124321324434	21529	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.594	
92	1111223223443344	1231121233244434	20829	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.707	
93	1111223223443434	1231141232243344	21595	fallback_evaluated_by_x_component_coloring	0	no		2	5	5.955	
96	1111223224334434	1231121432233444	20950	fallback_evaluated_by_x_component_coloring	0	no		3	7	10.552	
114	1111223233424434	1231121324432344	20905	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.611	
158	1111223322344434	1211132344223344	12386	fallback_evaluated_by_x_component_coloring	0	no		1	5	3.006	
157	1111223322344344	1213211234432434	18858	fallback_evaluated_by_x_component_coloring	0	no		3	4	6.194	
176	1111223324234434	1234121321432344	23905	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.764	
185	1111223324423344	1123211344232434	10355	fallback_evaluated_by_x_component_coloring	0	no		4	7	31.842	
190	1111223342233444	1123211323444234	10319	fallback_evaluated_by_x_component_coloring	0	no		2	4	1.668	
259	1111232223434434	1213213244132344	19334	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.227	
261	1111232223443434	1213212433124344	19177	fallback_evaluated_by_x_component_coloring	0	no		2	4	3.434	
258	1111232223434344	1123211344232434	10355	fallback_evaluated_by_x_component_coloring	0	no		2	7	7.034	
275	1111232232443434	1231112324423344	20693	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.146	
273	1111232232434434	1123213412243344	10764	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.427	
281	1111232233424344	1231112432233444	20740	fallback_evaluated_by_x_component_coloring	0	no		2	7	7.196	
297	1111232234423344	1123212331442434	10512	fallback_evaluated_by_x_component_coloring	0	no		2	4	3.037	
289	1111232234243344	1122113432423434	6646	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	4	12	8.638	
325	1111232322344344	1231112234324434	20633	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.040	
329	1111232322434434	1213112234432344	17669	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.583	
355	1111232324432344	1213114232234434	17814	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.311	
534	1112122343243344	1121323213442434	5882	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.509	
735	1112132232434434	1231112434232344	20758	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.467	
791	1112132322434434	1211314234232344	14002	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.151	
1021	1112213224343344	1231211243323444	21840	fallback_evaluated_by_x_component_coloring	0	no		4	5	6.750	
6	1111222233434344	1123211324432434	10334	fallback_evaluated_by_x_component_coloring	0	no		4	9	63.040	
26	1111222324334434	1231112243342344	20655	fallback_evaluated_by_x_component_coloring	0	no		3	6	11.291	
32	1111222332344434	1231112243323444	20652	fallback_evaluated_by_x_component_coloring	0	no		2	9	17.365	
44	1111222333424434	1231112243342344	20655	fallback_evaluated_by_x_component_coloring	0	no		4	5	11.798	
50	1111222334234434	1231112243432344	20660	fallback_evaluated_by_x_component_coloring	0	no		1	6	3.219	
52	1111222334243434	1231124321324344	21528	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.724	
74	1111222343323444	1123124321344234	9982	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.133	
92	1111223223443344	1211132344232434	12389	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.773	
93	1111223223443434	1231121243234344	20858	fallback_evaluated_by_x_component_coloring	0	no		2	4	1.795	
157	1111223322344344	1231121324432434	20906	fallback_evaluated_by_x_component_coloring	0	no		2	4	2.776	
158	1111223322344434	1123231214432344	11087	fallback_evaluated_by_x_component_coloring	0	no		3	5	6.082	
176	1111223324234434	1213121342432344	17951	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.145	
259	1111232223434434	1213214342132344	19572	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	7	0.088	
261	1111232223443434	1231112342243344	20701	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.814	
273	1111232232434434	1123213414232344	10779	fallback_evaluated_by_x_component_coloring	0	no		2	5	2.356	
257	1111232223433444	1231112243324344	20653	fallback_evaluated_by_x_component_coloring	0	no		2	8	11.905	
297	1111232234423344	1213212331442434	19092	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.090	
286	1111232234233444	1231112432324344	20746	fallback_evaluated_by_x_component_coloring	0	no		2	6	5.021	
289	1111232234243344	1122113432324434	6641	fallback_evaluated_by_x_component_coloring	0	no		4	5	8.076	
275	1111232232443434	1212113324243344	15159	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	4	18	17.834	
329	1111232322434434	1234112123233444	23610	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.623	
325	1111232322344344	1123213144223434	10667	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.289	
515	1112122334323444	1121323241344234	5930	fallback_evaluated_by_x_component_coloring	0	no		1	6	2.519	
534	1112122343243344	1211323213442434	14462	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.526	
551	1112123223433444	1231211243234434	21837	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.196	
735	1112132232434434	1231412213233444	23190	fallback_evaluated_by_x_component_coloring	0	no		2	4	4.263	
791	1112132322434434	1231213244132344	22304	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.709	
31	1111222332344344	1123213124432434	10648	fallback_evaluated_by_x_component_coloring	1	no		2	7	15.204	
47	1111222333444234	1231124123323444	21413	fallback_evaluated_by_x_component_coloring	0	no		2	5	2.071	
50	1111222334234434	1123213142432344	10663	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.930	
74	1111222343323444	1213123213444234	18291	fallback_evaluated_by_x_component_coloring	0	no		3	4	2.935	
92	1111223223443344	1211122343342434	12090	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.790	
93	1111223223443434	1231121243243344	20860	fallback_evaluated_by_x_component_coloring	0	no		1	5	0.959	
157	1111223322344344	1231121234432434	20850	fallback_evaluated_by_x_component_coloring	0	no		2	2	0.204	
158	1111223322344434	1123231124432344	11031	fallback_evaluated_by_x_component_coloring	0	no		2	6	4.631	
111	1111223233244434	1213211324432344	18913	fallback_evaluated_by_x_component_coloring	0	no		6	6	36.224	
166	1111223323244344	1231121432323444	20955	fallback_evaluated_by_x_component_coloring	0	no		3	6	12.889	
176	1111223324234434	1213122143432344	18068	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	5	11	10.308	
187	1111223324432344	1231141232234434	21594	fallback_evaluated_by_x_component_coloring	0	no		3	5	5.889	
259	1111232223434434	1213212344132344	19132	fallback_evaluated_by_x_component_coloring	0	no		1	3	0.057	
257	1111232223433444	1231114232234434	20784	fallback_evaluated_by_x_component_coloring	0	no		2	5	4.033	
273	1111232232434434	1123213424132344	10810	fallback_evaluated_by_x_component_coloring	0	no		2	3	0.523	
282	1111232233424434	1123213414232344	10779	fallback_evaluated_by_x_component_coloring	0	no		2	5	2.407	
261	1111232223443434	1212113342243344	15175	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	4	14	15.367	
297	1111232234423344	1212112333442434	15028	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	8	0.292	
289	1111232234243344	1231112432324434	20747	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.450	
275	1111232232443434	1212113324423344	15167	fallback_evaluated_by_x_component_coloring	0	yes	WARNING: 3-strand relation used	2	16	13.230	
329	1111232322434434	1234112132233444	23626	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.266	
325	1111232322344344	1123213244312434	10758	fallback_evaluated_by_x_component_coloring	0	no		3	4	5.410	
735	1112132232434434	1231412312233444	23241	fallback_evaluated_by_x_component_coloring	0	no		1	4	0.223	
791	1112132322434434	1231214132243344	22405	fallback_evaluated_by_x_component_coloring	0	no		9	11	124.203	
19	1111222323433444	1231114232234434	20784	fallback_evaluated_by_x_component_coloring	0	no		2	6	17.551	
13	1111222234343344	1231124321324434	21529	fallback_evaluated_by_x_component_coloring	-1	no		5	7	39.919	
35	1111222332434434	1231112234432344	20639	fallback_evaluated_by_x_component_coloring	0	no		1	5	1.588	
47	1111222333444234	1231124132233444	21424	fallback_evaluated_by_x_component_coloring	0	no		4	5	11.293	
65	1111222342334344	1231124312233444	21501	fallback_evaluated_by_x_component_coloring	0	no		2	5	3.997	
64	1111222342333444	1211123323244434	12179	fallback_evaluated_by_x_component_coloring	0	no		2	7	9.257	
70	1111222343234344	1123123213442434	9710	fallback_evaluated_by_x_component_coloring	0	no		2	4	1.933	
