w_idx	w_word	x_word	x_index	status	final_pairing_value	active_term_count	discharged_term_count	elapsed_sec	error
247	1111232233424434	1123214314232344	10947	fallback_evaluated_by_x_component_coloring	0	1	5	0.235	
248	1111232233442344	1123213214234434	10692	fallback_evaluated_by_x_component_coloring	0	2	5	1.467	
249	1111232233442434	1123214324123344	10976	fallback_evaluated_by_x_component_coloring	0	1	5	0.213	
251	1111232234233444	1213213421434234	19377	fallback_evaluated_by_x_component_coloring	0	2	7	0.093	
257	1111232234324344	1231112322443434	20671	fallback_evaluated_by_x_component_coloring	0	1	5	0.214	
259	1111232234342344	1123213421324434	10789	fallback_evaluated_by_x_component_coloring	0	2	4	0.741	
260	1111232234342434	1213212431423344	19171	fallback_evaluated_by_x_component_coloring	0	1	5	0.212	
262	1111232234423344	1234111222333444	23563	fallback_evaluated_by_x_component_coloring	0	2	6	1.786	
264	1111232234432344	1123211322344434	10304	fallback_evaluated_by_x_component_coloring	0	1	6	0.889	
266	1111232242333444	1123211324324434	10327	fallback_evaluated_by_x_component_coloring	0	2	5	3.491	
267	1111232242334344	1231112224343434	20606	fallback_evaluated_by_x_component_coloring	0	2	5	1.644	
268	1111232242334434	1212113324243344	15159	fallback_evaluated_by_x_component_coloring	0	5	17	21.961	
269	1111232242343344	1212112334324434	15037	fallback_evaluated_by_x_component_coloring	0	2	6	1.874	
271	1111232243233444	1112223334414234	1384	fallback_evaluated_by_x_component_coloring	0	3	7	4.525	
272	1111232243234344	1123213421432434	10796	fallback_evaluated_by_x_component_coloring	0	2	5	1.537	
273	1111232243234434	1213211423432344	18955	fallback_evaluated_by_x_component_coloring	0	1	5	0.190	
274	1111232243243344	1123213442312434	10828	fallback_evaluated_by_x_component_coloring	0	1	5	0.854	
276	1111232243323444	1112223433144234	1463	fallback_evaluated_by_x_component_coloring	0	1	6	1.291	
277	1111232243342344	1231112423324434	20731	fallback_evaluated_by_x_component_coloring	0	2	6	2.187	
278	1111232243342434	1213214212334344	19454	fallback_evaluated_by_x_component_coloring	0	1	5	0.242	
282	1111232243432344	1123214213324434	10885	fallback_evaluated_by_x_component_coloring	0	2	6	1.511	
283	1111232243432434	1212113434223344	15230	fallback_evaluated_by_x_component_coloring	0	2	5	1.375	
285	1111232322343444	1123213234414234	10724	fallback_evaluated_by_x_component_coloring	0	2	2	0.043	
286	1111232322344344	1213212134432434	19026	fallback_evaluated_by_x_component_coloring	0	3	5	2.052	
287	1111232322433444	1122113233244434	6513	fallback_evaluated_by_x_component_coloring	0	10	7	36.378	
288	1111232322434344	1122113342243434	6596	fallback_evaluated_by_x_component_coloring	0	8	21	65.939	
289	1111232322434434	1123213124243344	10637	fallback_evaluated_by_x_component_coloring	0	3	13	7.973	
290	1111232322443434	1213114223243344	17799	fallback_evaluated_by_x_component_coloring	0	2	6	1.694	
291	1111232323243444	1213213122434434	19201	fallback_evaluated_by_x_component_coloring	0	2	5	0.941	
292	1111232323244344	1231112242333444	20642	fallback_evaluated_by_x_component_coloring	0	2	15	8.504	
294	1111232323424344	1123213144232434	10669	fallback_evaluated_by_x_component_coloring	0	1	7	2.010	
299	1111232324233444	1123213144223344	10666	fallback_evaluated_by_x_component_coloring	0	2	8	4.583	
302	1111232324243344	1123214132423434	10864	fallback_evaluated_by_x_component_coloring	0	2	8	0.299	
304	1111232324323444	1213112233244434	17649	fallback_evaluated_by_x_component_coloring	0	2	5	0.914	
305	1111232324324344	1213212143342434	19042	fallback_evaluated_by_x_component_coloring	0	8	19	63.572	
310	1111232324423344	1231112243342434	20656	fallback_evaluated_by_x_component_coloring	0	5	5	7.777	
312	1111232324432344	1123213122344434	10618	fallback_evaluated_by_x_component_coloring	0	1	5	0.671	
314	1111232342233444	1231112223434434	20599	fallback_evaluated_by_x_component_coloring	0	1	4	0.046	
315	1111232342234344	1213214312432434	19523	fallback_evaluated_by_x_component_coloring	0	1	9	0.219	
317	1111232342243344	1212113322434434	15143	fallback_evaluated_by_x_component_coloring	0	4	9	8.821	
319	1111232342323444	1234112213243344	23655	fallback_evaluated_by_x_component_coloring	0	1	4	0.045	
332	1111232344232434	1213214212334344	19454	fallback_evaluated_by_x_component_coloring	0	1	5	0.198	
334	1111232422333444	1213214323124344	19547	fallback_evaluated_by_x_component_coloring	0	1	5	0.915	
335	1111232422334344	1213212134432434	19026	fallback_evaluated_by_x_component_coloring	0	4	4	2.038	
339	1111232423233444	1213212132443344	19000	fallback_evaluated_by_x_component_coloring	0	2	5	0.986	
342	1111232423243344	1213213122443434	19203	fallback_evaluated_by_x_component_coloring	0	4	5	2.065	
343	1111232423243434	1213213142423344	19241	fallback_evaluated_by_x_component_coloring	0	1	6	0.815	
344	1111232423323444	1213212133444234	19011	fallback_evaluated_by_x_component_coloring	0	3	4	1.557	
345	1111232423324344	1212113233244434	15093	fallback_evaluated_by_x_component_coloring	0	4	7	4.233	
346	1111232423324434	1213214321432344	19543	fallback_evaluated_by_x_component_coloring	0	2	7	2.884	
347	1111232423342344	1123213122434434	10621	fallback_evaluated_by_x_component_coloring	0	2	6	1.844	
350	1111232423423344	1123213142243434	10654	fallback_evaluated_by_x_component_coloring	0	2	5	0.892	
355	1111232432323444	1234112233144234	23689	fallback_evaluated_by_x_component_coloring	0	1	4	0.174	
356	1111232432324344	1231114234232434	20801	fallback_evaluated_by_x_component_coloring	0	2	3	0.311	
357	1111232432324434	1213214324132344	19558	fallback_evaluated_by_x_component_coloring	0	2	6	2.184	
361	1111232432423344	1231112233244434	20619	fallback_evaluated_by_x_component_coloring	0	2	5	1.459	
363	1111232432432344	1213213234124434	19298	fallback_evaluated_by_x_component_coloring	0	1	4	0.062	
364	1111232432432434	1213212124334344	18989	fallback_evaluated_by_x_component_coloring	0	2	6	1.666	
368	1111232434232344	1213213122434434	19201	fallback_evaluated_by_x_component_coloring	0	2	5	0.863	
369	1111232434232434	1213114232423344	17823	fallback_evaluated_by_x_component_coloring	0	2	5	0.817	
372	1111234223234344	1123211233442434	10262	fallback_evaluated_by_x_component_coloring	0	2	3	0.194	
377	1111234223324344	1234111232342434	23593	fallback_evaluated_by_x_component_coloring	1	1	2	0.004	
378	1111234223324434	1234111232432344	23597	fallback_evaluated_by_x_component_coloring	0	1	2	0.003	
390	1111234232243344	1123211434223434	10395	fallback_proved_zero	0	0	4	0.181	
408	1112122233343444	1231214321423344	22511	fallback_evaluated_by_x_component_coloring	0	3	5	209.726	
409	1112122233344344	1121322314432434	5696	fallback_evaluated_by_x_component_coloring	0	4	6	46.645	
410	1112122233433444	1122313213244434	8175	fallback_evaluated_by_x_component_coloring	0	6	6	63.679	
411	1112122233434344	1122311324432434	7826	fallback_evaluated_by_x_component_coloring	0	4	5	9.269	
412	1112122233434434	1211322433142344	14373	fallback_evaluated_by_x_component_coloring	0	4	6	6.310	
413	1112122233443434	1211312423324344	13932	fallback_evaluated_by_x_component_coloring	0	2	9	1.429	
414	1112122234334344	1231421321233444	23430	fallback_evaluated_by_x_component_coloring	0	1	3	0.250	
415	1112122234334434	1122313441232344	8311	fallback_evaluated_by_x_component_coloring	0	1	4	0.072	
417	1112122234343434	1211321422334344	14132	fallback_evaluated_by_x_component_coloring	0	2	10	1.724	
418	1112122323343444	1122314321423344	8453	fallback_evaluated_by_x_component_coloring	0	2	5	23.788	
419	1112122323344344	1231214122333444	22381	fallback_evaluated_by_x_component_coloring	0	2	5	3.601	
420	1112122323433444	1211312243344234	13859	fallback_evaluated_by_x_component_coloring	0	1	6	1.928	
421	1112122323434344	1231112243342434	20656	fallback_evaluated_by_x_component_coloring	0	1	6	1.140	
423	1112122323443434	1122314342123344	8482	fallback_evaluated_by_x_component_coloring	0	1	4	0.036	
424	1112122324334344	1121324233142434	6108	fallback_evaluated_by_x_component_coloring	0	2	8	0.668	
425	1112122324334434	1122331142243344	8529	fallback_evaluated_by_x_component_coloring	0	2	8	2.511	
426	1112122324343344	1231421122333444	23311	fallback_evaluated_by_x_component_coloring	0	2	4	1.024	
427	1112122324343434	1231214341223344	22535	fallback_evaluated_by_x_component_coloring	0	2	7	0.077	
429	1112122332344344	1122313124432434	8140	fallback_evaluated_by_x_component_coloring	0	1	6	1.066	
430	1112122332433444	1211223133244434	12837	fallback_evaluated_by_x_component_coloring	0	12	13	127.303	
431	1112122332434344	1211324132233444	14626	fallback_evaluated_by_x_component_coloring	0	5	7	12.569	
432	1112122332434434	1231423112233444	23479	fallback_evaluated_by_x_component_coloring	0	1	3	0.026	
433	1112122332443434	1211324324123344	14750	fallback_evaluated_by_x_component_coloring	0	2	4	1.073	
434	1112122333423444	1122313214243344	8185	fallback_evaluated_by_x_component_coloring	0	2	8	3.035	
435	1112122333442344	1231112243234434	20649	fallback_evaluated_by_x_component_coloring	0	4	4	3.765	
436	1112122333442434	1211213324243344	12651	fallback_evaluated_by_x_component_coloring	0	10	18	73.368	
437	1112122334233444	1211323142423344	14435	fallback_evaluated_by_x_component_coloring	0	3	7	0.679	
438	1112122334234344	1231412132432434	23178	fallback_evaluated_by_x_component_coloring	0	1	4	0.059	
439	1112122334234434	1231212142333444	21998	fallback_evaluated_by_x_component_coloring	0	1	6	0.868	
440	1112122334243344	1231421132423434	23344	fallback_evaluated_by_x_component_coloring	0	4	10	0.978	
441	1112122334243434	1211323144223344	14440	fallback_evaluated_by_x_component_coloring	0	2	5	0.879	
442	1112122334323444	1121323243144234	5941	fallback_evaluated_by_x_component_coloring	0	1	5	0.671	
443	1112122334324344	1231212133442434	21980	fallback_evaluated_by_x_component_coloring	0	3	3	0.990	
445	1112122334342344	1211314222334434	13965	fallback_evaluated_by_x_component_coloring	0	4	5	1.998	
446	1112122334342434	1211324231324344	14674	fallback_evaluated_by_x_component_coloring	0	4	12	7.779	
447	1112122334344234	1231212142333444	21998	fallback_proved_zero	0	0	4	0.225	
448	1112122334423344	1211322143432434	14241	fallback_evaluated_by_x_component_coloring	0	8	22	72.395	
449	1112122334423434	1122314132243344	8347	fallback_evaluated_by_x_component_coloring	0	3	7	2.289	
456	1112122343233444	1231114223434234	20781	fallback_evaluated_by_x_component_coloring	0	1	4	0.176	
458	1112122343234434	1231214212333444	22423	fallback_evaluated_by_x_component_coloring	0	1	5	0.212	
459	1112122343243344	1231423112323444	23484	fallback_evaluated_by_x_component_coloring	0	1	2	0.005	
464	1112122343423344	1121223314342434	4329	fallback_evaluated_by_x_component_coloring	0	4	12	7.331	
469	1112123223343444	1121322341434234	5733	fallback_evaluated_by_x_component_coloring	0	1	5	2.161	
470	1112123223344344	1231211422334434	21909	fallback_evaluated_by_x_component_coloring	0	1	5	0.350	
471	1112123223433444	1121221343344234	4225	fallback_evaluated_by_x_component_coloring	0	4	4	2.845	
472	1112123223434344	1121322344132434	5747	fallback_evaluated_by_x_component_coloring	0	1	5	0.755	
473	1112123223434434	1211321243243344	14062	fallback_evaluated_by_x_component_coloring	0	2	9	1.226	
474	1112123223443434	1231411232234344	23123	fallback_evaluated_by_x_component_coloring	0	1	4	0.059	
475	1112123224334434	1231421321243344	23433	fallback_evaluated_by_x_component_coloring	0	2	4	1.017	
479	1112123232344344	1231211434223434	21945	fallback_evaluated_by_x_component_coloring	0	2	8	0.885	
480	1112123232433444	1121221334434234	4209	fallback_evaluated_by_x_component_coloring	0	2	5	1.850	
481	1112123232434344	1231211432233444	21928	fallback_evaluated_by_x_component_coloring	0	2	6	1.752	
483	1112123232443434	1211322314423344	14273	fallback_evaluated_by_x_component_coloring	0	2	6	1.549	
484	1112123233243444	1231421213324434	23365	fallback_evaluated_by_x_component_coloring	0	4	4	2.899	
485	1112123233244344	1231421312323444	23414	fallback_evaluated_by_x_component_coloring	0	1	3	0.246	
486	1112123233423444	1231211224343344	21793	fallback_evaluated_by_x_component_coloring	0	2	4	0.995	
487	1112123233424344	1231211423342434	21921	fallback_evaluated_by_x_component_coloring	0	3	5	1.964	
488	1112123233424434	1231211423342344	21920	fallback_evaluated_by_x_component_coloring	0	2	4	0.850	
494	1112123234243344	1231211432432434	21942	fallback_evaluated_by_x_component_coloring	0	2	9	1.340	
505	1112123242333444	1211321432234434	14154	fallback_evaluated_by_x_component_coloring	0	2	7	3.565	
506	1112123242334344	1122331214342434	8575	fallback_evaluated_by_x_component_coloring	0	2	8	0.364	
507	1112123242334434	1211322433142344	14373	fallback_evaluated_by_x_component_coloring	0	2	6	1.550	
508	1112123242343344	1211321324423434	14106	fallback_evaluated_by_x_component_coloring	0	3	7	0.291	
510	1112123243233444	1211322412334434	14335	fallback_evaluated_by_x_component_coloring	0	2	5	1.497	
513	1112123243243344	1211322314324434	14269	fallback_evaluated_by_x_component_coloring	0	2	6	1.571	
515	1112123243342344	1231211322434434	21857	fallback_evaluated_by_x_component_coloring	0	2	5	1.364	
517	1112123243423344	1231211323244434	21863	fallback_evaluated_by_x_component_coloring	0	2	4	0.777	
520	1112123243432434	1231421213324344	23364	fallback_evaluated_by_x_component_coloring	0	2	5	1.272	
522	1112123323243444	1211321342423344	14121	fallback_evaluated_by_x_component_coloring	0	3	7	0.281	
523	1112123323244344	1231421231324434	23381	fallback_evaluated_by_x_component_coloring	0	3	4	1.640	
527	1112123323442344	1121322343124434	5736	fallback_evaluated_by_x_component_coloring	0	1	5	0.724	
529	1112123324323444	1211321232344434	14022	fallback_evaluated_by_x_component_coloring	0	2	5	1.486	
533	1112123324342434	1231211432423344	21939	fallback_evaluated_by_x_component_coloring	0	5	15	11.887	
535	1112123324423344	1121322331442434	5706	fallback_evaluated_by_x_component_coloring	0	4	5	2.031	
536	1112123324423434	1211321242343344	14057	fallback_evaluated_by_x_component_coloring	0	3	11	1.277	
538	1112123342233444	1121221334434234	4209	fallback_evaluated_by_x_component_coloring	0	3	6	4.166	
541	1112123342243344	1211322412334434	14335	fallback_evaluated_by_x_component_coloring	0	2	5	1.420	
544	1112123342324344	1122311324243434	7816	fallback_evaluated_by_x_component_coloring	0	5	15	13.937	
545	1112123342324434	1231421312243344	23412	fallback_evaluated_by_x_component_coloring	0	2	5	1.002	
549	1112123342423344	1231211324342434	21879	fallback_evaluated_by_x_component_coloring	0	1	4	0.019	
551	1112123342432344	1231421213234434	23360	fallback_evaluated_by_x_component_coloring	1	1	2	0.002	
555	1112123344232434	1231211423324344	21918	fallback_evaluated_by_x_component_coloring	0	1	7	1.574	
557	1112123422333444	1231421123234344	23317	fallback_evaluated_by_x_component_coloring	0	2	2	0.123	
591	1112132232433444	1121223434314234	4445	fallback_evaluated_by_x_component_coloring	0	2	2	0.176	
592	1112132232434344	1231114223342434	20775	fallback_evaluated_by_x_component_coloring	0	2	5	0.940	
593	1112132232434434	1231112423342344	20732	fallback_evaluated_by_x_component_coloring	0	1	5	0.715	
594	1112132233243444	1122113323444234	6575	fallback_evaluated_by_x_component_coloring	0	4	4	2.671	
596	1112132233424344	1211321432233444	14152	fallback_evaluated_by_x_component_coloring	0	5	7	7.921	
597	1112132233424434	1231411223233444	23106	fallback_evaluated_by_x_component_coloring	0	3	5	2.060	
598	1112132233442344	1211323213244434	14457	fallback_evaluated_by_x_component_coloring	0	4	6	5.137	
599	1112132233442434	1231112324243344	20685	fallback_evaluated_by_x_component_coloring	0	2	4	1.226	
600	1112132234233444	1211321432423344	14163	fallback_evaluated_by_x_component_coloring	0	3	9	2.459	
603	1112132234243344	1122113432423434	6646	fallback_evaluated_by_x_component_coloring	0	5	11	8.390	
605	1112132234323444	1211312422343344	13924	fallback_evaluated_by_x_component_coloring	0	4	12	8.020	
607	1112132234324434	1231421321243344	23433	fallback_evaluated_by_x_component_coloring	0	2	4	1.023	
609	1112132234342434	1211213432423344	12717	fallback_evaluated_by_x_component_coloring	0	1	9	0.284	
611	1112132234423344	1121324321432434	6158	fallback_evaluated_by_x_component_coloring	0	2	5	1.106	
613	1112132243233444	1121324321324434	6151	fallback_evaluated_by_x_component_coloring	0	4	4	4.619	
614	1112132243234344	1231412212333444	23185	fallback_evaluated_by_x_component_coloring	0	2	4	1.389	
615	1112132243234434	1231411223432344	23119	fallback_evaluated_by_x_component_coloring	0	1	3	0.034	
616	1112132243243344	1231214213324434	22435	fallback_evaluated_by_x_component_coloring	0	5	6	9.721	
617	1112132243243434	1122311432423344	7881	fallback_evaluated_by_x_component_coloring	0	2	15	9.136	
619	1112132243423344	1122331213244434	8559	fallback_evaluated_by_x_component_coloring	0	2	5	1.025	
621	1112132243432344	1121223314324434	4327	fallback_evaluated_by_x_component_coloring	0	8	7	23.386	
622	1112132243432434	1211312423243344	13929	fallback_evaluated_by_x_component_coloring	0	6	10	9.008	
624	1112132322343444	1122113234434234	6535	fallback_evaluated_by_x_component_coloring	0	2	3	0.363	
625	1112132322433444	1122113324434234	6591	fallback_evaluated_by_x_component_coloring	0	8	6	24.815	
626	1112132322434344	1231213213244434	22233	fallback_evaluated_by_x_component_coloring	0	2	4	0.872	
627	1112132322434434	1211324213233444	14652	fallback_evaluated_by_x_component_coloring	0	2	9	1.284	
628	1112132323243444	1121324233414234	6112	fallback_evaluated_by_x_component_coloring	0	2	7	0.101	
630	1112132323424344	1121223343142434	4376	fallback_evaluated_by_x_component_coloring	0	4	4	1.920	
634	1112132324233444	1122313241423344	8229	fallback_evaluated_by_x_component_coloring	0	3	6	2.044	
635	1112132324234344	1122331122443434	8499	fallback_evaluated_by_x_component_coloring	0	1	7	1.133	
636	1112132324234434	1231412122333444	23143	fallback_evaluated_by_x_component_coloring	0	2	5	0.971	
637	1112132324243344	1231112232443434	20615	fallback_evaluated_by_x_component_coloring	0	4	4	3.558	
639	1112132324323444	1231213231244434	22259	fallback_evaluated_by_x_component_coloring	0	1	4	0.039	
640	1112132324324344	1231112233244434	20619	fallback_evaluated_by_x_component_coloring	0	2	4	0.989	
641	1112132324324434	1211324231233444	14668	fallback_evaluated_by_x_component_coloring	0	2	8	0.281	
642	1112132324342344	1211312233424434	13824	fallback_evaluated_by_x_component_coloring	0	2	5	0.907	
643	1112132324342434	1211312242334344	13845	fallback_evaluated_by_x_component_coloring	0	4	17	20.667	
645	1112132324423344	1122314321432434	8456	fallback_evaluated_by_x_component_coloring	0	4	5	2.364	
647	1112132342233444	1121223313444234	4319	fallback_evaluated_by_x_component_coloring	0	4	4	2.845	
650	1112132342243344	1211223331424434	12922	fallback_evaluated_by_x_component_coloring	0	2	6	1.622	
651	1112132342243434	1211324321324344	14730	fallback_evaluated_by_x_component_coloring	0	2	5	0.971	
653	1112132342324344	1122313214243434	8186	fallback_evaluated_by_x_component_coloring	0	3	6	2.027	
660	1112132342432344	1211213324324434	12655	fallback_evaluated_by_x_component_coloring	0	2	6	1.613	
665	1112132422333444	1231114223324434	20773	fallback_evaluated_by_x_component_coloring	0	4	6	4.767	
666	1112132422334344	1231212134432434	21996	fallback_evaluated_by_x_component_coloring	0	4	4	3.443	
667	1112132422334434	1231213214432344	22253	fallback_evaluated_by_x_component_coloring	0	3	5	1.922	
668	1112132422343344	1211323124432434	14422	fallback_evaluated_by_x_component_coloring	0	1	5	0.181	
670	1112132423233444	1211314222334434	13965	fallback_evaluated_by_x_component_coloring	0	4	5	2.168	
671	1112132423234344	1231112242333444	20642	fallback_evaluated_by_x_component_coloring	0	4	13	5.009	
673	1112132423243344	1122312143324434	7952	fallback_evaluated_by_x_component_coloring	0	4	8	8.971	
674	1112132423243434	1211324321324344	14730	fallback_evaluated_by_x_component_coloring	0	2	5	0.880	
675	1112132423323444	1211223133244434	12837	fallback_evaluated_by_x_component_coloring	0	5	8	8.253	
676	1112132423324344	1231412132432434	23178	fallback_evaluated_by_x_component_coloring	0	2	3	0.138	
677	1112132423324434	1122314132432344	8357	fallback_evaluated_by_x_component_coloring	0	1	6	0.797	
678	1112132423342344	1211213342324434	12671	fallback_evaluated_by_x_component_coloring	0	4	11	4.895	
679	1112132423342434	1231213142423344	22211	fallback_evaluated_by_x_component_coloring	0	1	5	0.722	
681	1112132423423344	1231412132233444	23164	fallback_evaluated_by_x_component_coloring	0	2	4	0.731	
684	1112132423432434	1211213344223344	12680	fallback_evaluated_by_x_component_coloring	0	2	6	1.775	
687	1112132432342434	1231214134223344	22418	fallback_evaluated_by_x_component_coloring	0	3	12	4.764	
689	1112132432432344	1231423112234434	23481	fallback_evaluated_by_x_component_coloring	0	1	3	0.007	
690	1112132432432434	1231112243234344	20648	fallback_evaluated_by_x_component_coloring	0	3	5	2.738	
692	1112132434223344	1231114232432434	20796	fallback_evaluated_by_x_component_coloring	0	2	4	0.844	
694	1112132434232344	1231212132434434	21969	fallback_evaluated_by_x_component_coloring	0	1	3	0.007	
695	1112132434232434	1231212143423344	22014	fallback_evaluated_by_x_component_coloring	0	2	7	0.066	
697	1112134223323444	1122311342243344	7831	fallback_evaluated_by_x_component_coloring	0	4	13	9.548	
698	1112134223324344	1122331122443434	8499	fallback_evaluated_by_x_component_coloring	0	3	6	2.013	
699	1112134223324434	1211322431233444	14354	fallback_evaluated_by_x_component_coloring	0	1	7	1.497	
708	1112134232233444	1121221334324434	4201	fallback_evaluated_by_x_component_coloring	0	4	25	53.877	
709	1112134232234344	1122331421432434	8672	fallback_evaluated_by_x_component_coloring	0	1	7	1.133	
710	1112134232234434	1231421212333444	23353	fallback_evaluated_by_x_component_coloring	0	1	4	0.026	
712	1112134232243434	1211322412334344	14334	fallback_evaluated_by_x_component_coloring	0	1	7	1.528	
714	1112134232324344	1121221334432434	4208	fallback_evaluated_by_x_component_coloring	0	2	6	1.613	
719	1112134232423344	1211322413243434	14342	fallback_evaluated_by_x_component_coloring	0	2	6	1.578	
729	1112212323343444	1211132233444234	12297	fallback_evaluated_by_x_component_coloring	0	1	5	1.433	
731	1112212323434344	1121342233142434	6318	fallback_evaluated_by_x_component_coloring	0	1	5	0.257	
732	1112212323434434	1231122143243344	21028	fallback_evaluated_by_x_component_coloring	0	1	7	1.214	
733	1112212324334434	1231122143243344	21028	fallback_evaluated_by_x_component_coloring	0	1	8	1.886	
735	1112212324343434	1122343121423344	8991	fallback_evaluated_by_x_component_coloring	0	1	4	0.031	
736	1112212332343444	1231122124334344	20981	fallback_evaluated_by_x_component_coloring	0	2	5	1.901	
737	1112212332433444	1211322143234434	14229	fallback_evaluated_by_x_component_coloring	0	4	5	2.866	
738	1112212332434344	1211132234432434	12312	fallback_evaluated_by_x_component_coloring	0	2	5	0.989	
739	1112212332434434	1231122134432344	21017	fallback_evaluated_by_x_component_coloring	0	1	5	0.680	
740	1112212334233444	1231421122334344	23312	fallback_evaluated_by_x_component_coloring	0	2	3	0.233	
741	1112212334234344	1231142231432434	21690	fallback_evaluated_by_x_component_coloring	0	1	6	0.613	
743	1112212334243344	1231243121323444	23043	fallback_evaluated_by_x_component_coloring	0	1	2	0.004	
745	1112212334323444	1231122133244434	20997	fallback_evaluated_by_x_component_coloring	0	1	7	1.670	
746	1112212334324344	1122331142342434	8535	fallback_evaluated_by_x_component_coloring	0	2	4	0.932	
747	1112212334324434	1211342231243344	14881	fallback_evaluated_by_x_component_coloring	0	1	5	0.209	
759	1112212343243344	1231142213423434	21672	fallback_proved_zero	0	0	4	0.028	
1	1111222233334444	1123123213244434		timeout				599.981	TaskTimeoutError: pairing exceeded the per-task time limit
2	1111222233343444	1112232431324434		timeout				600.036	TaskTimeoutError: pairing exceeded the per-task time limit
3	1111222233344344	1112232431432434	1840	fallback_evaluated_by_x_component_coloring	0	4	4	230.815	
4	1111222233344434	1213142213324344	18696	fallback_evaluated_by_x_component_coloring	0	6	5	59.042	
5	1111222233433444	1112232434314234	1859	fallback_evaluated_by_x_component_coloring	0	2	3	86.140	
6	1111222233434344	1211134223233444	12438	fallback_evaluated_by_x_component_coloring	0	6	7	85.311	
7	1111222233434434	1213114223243344	17799	fallback_evaluated_by_x_component_coloring	0	4	5	8.452	
8	1111222233443344	1231121224333444	20812	fallback_evaluated_by_x_component_coloring	0	6	6	15.174	
9	1111222233443434	1213124312234344	18532	fallback_evaluated_by_x_component_coloring	0	1	4	0.456	
10	1111222234333444	1112233421324434	2035	fallback_evaluated_by_x_component_coloring	0	4	4	26.926	
11	1111222234334344	1213112322443434	17701	fallback_evaluated_by_x_component_coloring	0	2	5	4.827	
12	1111222234334434	1122133441232344	7543	fallback_evaluated_by_x_component_coloring	0	2	4	1.248	
13	1111222234343344	1123213442312434	10828	fallback_evaluated_by_x_component_coloring	0	2	4	1.265	
15	1111222323343444	1123213231444234	10715	fallback_evaluated_by_x_component_coloring	0	4	4	236.635	
16	1111222323344344	1231112232443434	20615	fallback_evaluated_by_x_component_coloring	0	2	4	20.222	
17	1111222323344434	1213124231323444	18501	fallback_evaluated_by_x_component_coloring	0	2	7	2.777	
18	1111222323433444	1211123243324434	12158	fallback_evaluated_by_x_component_coloring	0	2	4	16.913	
21	1111222323443344	1213142132233444	18664	fallback_evaluated_by_x_component_coloring	0	2	5	1.175	
23	1111222324333444	1231122132443344	20992	fallback_evaluated_by_x_component_coloring	0	4	4	25.207	
24	1111222324334344	1112223343142434	1406	fallback_evaluated_by_x_component_coloring	0	6	5	15.863	
25	1111222324334434	1213112243342344	17685	fallback_evaluated_by_x_component_coloring	0	2	5	1.836	
26	1111222324343344	1123123244312434	9780	fallback_evaluated_by_x_component_coloring	0	2	2	0.244	
28	1111222332343444	1213231144223344	19630	fallback_evaluated_by_x_component_coloring	0	2	6	19.053	
29	1111222332344344	1213213124324434	19221	fallback_evaluated_by_x_component_coloring	0	2	4	3.034	
30	1111222332344434	1213243114223344	20063	fallback_evaluated_by_x_component_coloring	0	2	5	1.223	
31	1111222332433444	1122134134223344	7592	fallback_evaluated_by_x_component_coloring	0	6	5	39.590	
32	1111222332434344	1112223314432434	1364	fallback_evaluated_by_x_component_coloring	0	6	6	13.324	
34	1111222332443344	1213243114232434	20066	fallback_evaluated_by_x_component_coloring	0	2	4	1.999	
35	1111222332443434	1213214312243344	19512	fallback_evaluated_by_x_component_coloring	0	5	8	13.813	
36	1111222333243444	1211132243324434	12326	fallback_evaluated_by_x_component_coloring	0	12	8	132.022	
37	1111222333423444	1212132143344234	15767	fallback_evaluated_by_x_component_coloring	0	2	5	2.545	
38	1111222333424344	1213123123244434	18229	fallback_evaluated_by_x_component_coloring	0	4	2	5.041	
39	1111222333424434	1231124123233444	21408	fallback_evaluated_by_x_component_coloring	0	2	4	3.250	
40	1111222333442344	1231122133244434	20997	fallback_evaluated_by_x_component_coloring	0	3	6	2.514	
41	1111222333442434	1123213142243344	10653	fallback_evaluated_by_x_component_coloring	0	2	7	3.115	
42	1111222333444234	1213142233123444	18722	fallback_evaluated_by_x_component_coloring	0	1	4	0.091	
43	1111222334233444	1212123344314234	15477	fallback_evaluated_by_x_component_coloring	0	1	2	0.685	
45	1111222334234434	1234112122333444	23605	fallback_evaluated_by_x_component_coloring	0	2	4	0.890	
46	1111222334243344	1123213244312434	10758	fallback_evaluated_by_x_component_coloring	0	4	4	3.649	
48	1111222334323444	1112223343144234	1407	fallback_evaluated_by_x_component_coloring	0	3	6	3.119	
49	1111222334324344	1213123231244434	18311	fallback_evaluated_by_x_component_coloring	0	6	4	11.245	
50	1111222334324434	1212134342132344	16296	fallback_evaluated_by_x_component_coloring	0	1	3	0.121	
52	1111222334342434	1211134232423344	12465	fallback_evaluated_by_x_component_coloring	0	2	6	1.862	
54	1111222334423344	1211132243243434	12323	fallback_evaluated_by_x_component_coloring	0	6	11	12.303	
55	1111222334423434	1234123121243344	23965	fallback_evaluated_by_x_component_coloring	-1	1	3	0.031	
56	1111222334432344	1112232143324434	1706	fallback_evaluated_by_x_component_coloring	0	8	7	21.358	
59	1111222342333444	1234123112234434	23943	fallback_evaluated_by_x_component_coloring	0	2	1	2.657	
60	1111222342334344	1231142213342434	21669	fallback_evaluated_by_x_component_coloring	0	2	14	7.546	
61	1111222342334434	1212134324132344	16282	fallback_evaluated_by_x_component_coloring	0	1	4	0.082	
